Address,Company DUNS#,Corporate Name,Employees On Site,Latitude,Longitude,NAICS1,NAICS1Name,NAICS2,NAICS2Name,Point of Contact,Public/Private,SIC1,SIC1Name,SIC2,SIC2Name,Sales Volume,Telephone,Title,Total Employees,Tradestyle Name,Year Started
"105 Goodwill Rd, Cambridge MD 21613",08-030-6097,Cambridge Intl Holdings Corp,500,38.557024,-76.068485,327910,Abrasive Product Manufacturing,,,Restricted,Public,32910300,Abrasive metal and steel products,,,"$143,381,135",Restricted,Restricted,500,,2012
"2 Tower Center Blvd 20-1, East Brunswick NJ 08816",61-317-8701,Mauser Usa  LLC,25,40.480205,-74.4099283,332439,Other Metal Container Manufacturing ,322219,Other Paperboard Container Manufacturing ,Restricted,Private,34129901,"Barrels, shipping: metal",26550200,"Fiber cans, drums, and containers","$568,999,402",Restricted,Restricted,"1,000",,2003
"106 K St FL 3, Sacramento CA 95814",03-812-2818,S&W Seed Company,46,38.582095,-121.50575,111998,All Other Miscellaneous Crop Farming ,115114,Postharvest Crop Activities (except Cotton Ginning) ,Restricted,Public,01390101,Alfalfa farm,07239902,Seed cleaning,"$75,373,810",Restricted,Restricted,78,S&W,1980
"330 Golden Shore Ste 400, Long Beach CA 90802",61-849-1877,Alliance Inspection MGT LLC,25,33.7637934,-118.1995964,524291,Claims Adjusting ,,,Restricted,Private,64110201,"Insurance claim adjusters, not employed by insurance company",,,"$746,996,854",Restricted,Restricted,954,,2005
"10 Riverview Dr, Danbury CT 06810",04-284-5636,Praxair Distribution  Inc,15,41.4239186,-73.4105965,325120,Industrial Gas Manufacturing,423830,Industrial Machinery and Equipment Merchant Wholesalers ,Restricted,Public,28130000,Industrial gases,50840518,Welding machinery and equipment,"$638,540,676",Restricted,Restricted,"1,767",Praxair,1969
"200 Vesey St FL 27, New York NY 10281",13-134-4673,Computer Gnrated Solutions Inc,350,40.7132472,-74.0150245,561421,Telephone Answering Services ,541512,Computer Systems Design Services ,Restricted,Private,73891000,Telephone services,73730000,Computer integrated systems design,"$524,578,615",Restricted,Restricted,"7,000",Cgs,1984
"1200 Maloney Rd, Kaukauna WI 54130",17-787-5101,Team Industries  Inc,400,44.2977025,-88.2678651,332996,Fabricated Pipe and Pipe Fitting Manufacturing ,332313,Plate Work Manufacturing ,Restricted,Private,34980000,Fabricated pipe and fittings,34430000,Fabricated plate work (boiler shop),"$120,322,013",Restricted,Restricted,500,,1987
"141 Wolfe Rd, Worthington PA 16262",04-220-1637,James D Goldinger  LLC,1,40.90893,-79.663701,111940,Hay Farming ,111219,Other Vegetable (except Potato) and Melon Farming ,Restricted,Private,01390104,Hay farm,01619902,"Corn farm, sweet","$396,703",Restricted,Restricted,6,,1984
"400 Aylworth Ave, South Haven MI 49090",60-341-1117,Vibracoustic Usa  Inc,165,42.3878942,-86.2750793,326291,Rubber Product Manufacturing for Mechanical Use ,335314,Relay and Industrial Control Manufacturing ,Restricted,Private,30619902,Automotive rubber goods (mechanical),36259911,Noise control equipment,"$286,472,752",Restricted,Restricted,900,Trelleborg Automotive,1955
"515 W Greens Rd Ste 1200, Houston TX 77067",00-790-7603,Nabors Drilling Tech USA,150,29.9484285,-95.4234932,213111,Drilling Oil and Gas Wells,,,Restricted,Private,13819901,Directional drilling oil and gas wells,,,"$2,253,861,145",Restricted,Restricted,"1,637",,1911
"11100 Santa Monica Blvd # 1900, Los Angeles CA 90025",10-816-0003,Freeman Spogli & Co LLC,16,,,523110,Investment Banking and Securities Dealing ,,,Restricted,Private,62110202,Investment bankers,,,"$1,939,060,532",Restricted,Restricted,"14,841",Freeman Spogli,1983
"2345 Ernie Krueger Cir, Waukegan IL 60087",00-506-3193,Afx Inc,150,42.3951457,-87.8855044,335121,Residential Electric Lighting Fixture Manufacturing ,335122,"Commercial, Industrial, and Institutional Electric Lighting Fixture Manufacturing ",Restricted,Private,36450000,Residential lighting fixtures,36460000,Commercial lighting fixtures,"$80,000,000",Restricted,Restricted,150,Afco Lite American Fluorescent,1938
"W5527 State Road 106, Fort Atkinson WI 53538",83-300-4141,Digi-Star Holdings  Inc,1,42.934164,-88.807091,333997,Scale and Balance Manufacturing ,,,Restricted,Private,35960000,"Scales and balances, except laboratory",,,"$31,330,198",Restricted,Restricted,220,,2006
"420 Natl Bus Pkwy FL 5, Annapolis Junction MD 20701",15-978-8926,Colfax Corporation,30,39.1355084,-76.7695278,333914,"Measuring, Dispensing, and Other Pumping Equipment Manufacturing ",334519,Other Measuring and Controlling Device Manufacturing ,Restricted,Public,35610100,Industrial pumps and parts,38290100,Aircraft and motor vehicle measurement equipment,"$3,300,184,000",Restricted,Restricted,"16,000",Colfax,1860
"1919 Flowers Cir, Thomasville GA 31757",79-608-0356,Flowers Bakeries  LLC,51,30.8110524,-83.9369204,311812,Commercial Bakeries ,311813,"Frozen Cakes, Pies, and Other Pastries Manufacturing ",Restricted,Public,20519903,Bakery: wholesale or wholesale/retail combined,20530000,"Frozen bakery products, except bread","$1,992,903,750",Restricted,Restricted,125,,2000
"621 Lynnhven Pkwy Ste 400, Virginia Beach VA 23452",07-885-7127,ADS Tactical  Inc,6,36.8277474,-76.0677798,336992,"Military Armored Vehicle, Tank, and Tank Component Manufacturing ",561499,All Other Business Support Services ,Restricted,Private,37110300,Military motor vehicle assembly,73899942,Purchasing service,"$1,400,000,000",Restricted,Restricted,386,ADS,2009
"1400 Main St FL 3, Waltham MA 02451",00-141-3764,Harvey Industries  Inc,200,42.3762899,-71.2706235,423310,"Lumber, Plywood, Millwork, and Wood Panel Merchant Wholesalers ",423330,"Roofing, Siding, and Insulation Material Merchant Wholesalers ",Restricted,Private,50310307,Windows,50330103,"Roofing, asphalt and sheet metal","$1,159,617,767",Restricted,Restricted,"1,610",Harvey Building Products,1961
"6314 Cosgray Rd, Dublin OH 43016",92-788-9717,Sportsohio Inc,8,40.0991014,-83.1873377,561591,Convention and Visitors Bureaus ,812990,All Other Personal Services ,Restricted,Private,73899952,Tourist information bureau,72990502,Party planning service,"$3,356,602",Restricted,Restricted,60,,1994
"1 Kone CT, Moline IL 61265",11-320-4846,Kone Elevator,200,41.510567,-90.516432,811490,Other Personal and Household Goods Repair and Maintenance ,333921,Elevator and Moving Stairway Manufacturing ,Restricted,Private,76992501,"Elevators: inspection, service, and repair",35340100,Elevators and equipment,"$92,303,737",Restricted,Restricted,"4,200",,1981
"8770 W Bryn Mawr Ave # 639, Chicago IL 60631",00-543-8890,Lawson Products  Inc,412,,,423710,Hardware Merchant Wholesalers ,423840,Industrial Supplies Merchant Wholesalers,Restricted,Public,50720000,Hardware,50850400,Fasteners and fastening equipment,"$305,907,000",Restricted,Restricted,"1,590",,1952
"1940 Diamond St, San Marcos CA 92078",86-874-7247,Hunter Industries Incorporated,277,33.1020431,-117.2188314,326122,Plastics Pipe and Pipe Fitting Manufacturing ,423850,Service Establishment Equipment and Supplies Merchant Wholesalers ,Restricted,Private,30840000,Plastics pipe,50870501,Sprinkler systems,"$336,897,684",Restricted,Restricted,"1,300",Hunter,1993
"351 Cypress Ln, El Cajon CA 92020",96-792-6275,Dn Tanks  Inc,152,32.815179,-116.965221,336992,"Military Armored Vehicle, Tank, and Tank Component Manufacturing ",541330,Engineering Services,Restricted,Private,37950000,Tanks and tank components,87110000,Engineering services,"$80,019,951",Restricted,Restricted,260,Dn Tanks,2010
"1201 Edison Dr, Cincinnati OH 45216",84-931-9322,KAO Collins Inc,53,39.187571,-84.475559,423410,Photographic Equipment and Supplies Merchant Wholesalers ,443142,Electronics Stores ,Restricted,Private,50430000,Photographic equipment and supplies,59460000,Camera and photographic supply stores,"$78,784,348",Restricted,Restricted,82,,1995
"1000 Cliffmine Rd Ste 500, Pittsburgh PA 15275",96-814-0959,Stella-Jones Corporation,36,40.4575608,-80.1911096,321114,Wood Preservation ,,,Restricted,Private,24910000,Wood preserving,,,"$201,043,674",Restricted,Restricted,620,,2005
"6115 Leland Ave, Des Moines IA 50321",15-511-9811,Annett Holdings Inc,650,41.5295085,-93.6992033,484230,"Specialized Freight (except Used Goods) Trucking, Long-Distance ",,,Restricted,Private,42139902,Building materials transport,,,"$636,067,339",Restricted,Restricted,"2,750",TMC Transportation,1986
"777 Lake Zurich Rd # 200, Barrington IL 60010",00-785-3983,Life Storage Centers  LLC,25,,,531130,Lessors of Miniwarehouses and Self-Storage Units ,,,Restricted,Private,42259903,"Warehousing, self storage",,,"$19,560,546",Restricted,Restricted,265,,2008
"1962 W Main St, Wauchula FL 33873",87-830-0227,Agricultural Industrial Svc,10,27.5428403,-81.8405799,111334,Berry (except Strawberry) Farming ,111219,Other Vegetable (except Potato) and Melon Farming ,Restricted,Private,01719902,Blueberry farm,01610104,Watermelon farm,"$3,163,378",Restricted,Restricted,100,,1992
"99 Cherry Hill Rd, Parsippany NJ 07054",02-261-2775,Fox Hill Holdings  Inc,10,40.8720862,-74.4357221,524291,Claims Adjusting ,,,Restricted,Private,64110201,"Insurance claim adjusters, not employed by insurance company",,,"$2,833,950,928",Restricted,Restricted,"1,832",,2008
"15052 Conference Ctr Dr, Chantilly VA 20151",08-121-8565,Perspecta Inc,3,38.883978,-77.458285,518210,"Data Processing, Hosting, and Related Services",,,Restricted,Private,73740104,"Service bureau, computer",,,"$13,483,207,166",Restricted,Restricted,"112,900",,2017
"1412 Broadway FL 18, New York NY 10018",13-134-4764,Outerstuff LLC,30,40.753615,-73.9865612,424330,"Women's, Children's, and Infants' Clothing and Accessories Merchant Wholesalers ",315240,"Women?s, Girls?, and Infants? Cut and Sew Apparel Manufacturing ",Restricted,Private,51370100,Women's and children's outerwear,23690000,"Girl's and children's outerwear, nec","$304,000,000",Restricted,Restricted,265,,2014
"2240 75th St, Woodridge IL 60517",83-134-0471,Wilton Holdings  Inc,9,41.7517686,-88.0376744,423220,Home Furnishing Merchant Wholesalers ,511130,Book Publishers ,Restricted,Private,50230100,Kitchenware,27310100,"Books, publishing only","$444,953,916",Restricted,Restricted,"2,400",Wilton Industries,1929
"160 Corporate CT, Meriden CT 06450",08-073-5557,Sdi USA LLC,200,41.5120796,-72.7615843,423910,Sporting and Recreational Goods and Supplies Merchant Wholesalers ,,,Restricted,Private,50910000,Sporting and recreation goods,,,"$444,629,438",Restricted,Restricted,"2,003",Bobs Stores,2017
"1400 Warren Dr, Marshall TX 75672",19-682-0104,Republic Nat Inds Texas LP,167,32.5242818,-94.3155944,337110,Wood Kitchen Cabinet and Countertop Manufacturing,444190,Other Building Material Dealers ,Restricted,Private,24340000,Wood kitchen cabinets,52119902,"Cabinets, kitchen","$198,640,461",Restricted,Restricted,606,Republic Industries,1987
"924 E Avenue J, Grand Prairie TX 75050",06-227-3669,Six Flags Entertainment Corp,110,32.7653114,-97.0511046,713110,Amusement and Theme Parks ,,,Restricted,Public,79960000,Amusement parks,,,"$1,359,074,000",Restricted,Restricted,"2,000",SIX FLAGS,1970
"1989 Cobb Pkwy NW, Kennesaw GA 30152",00-484-8586,Traina Enterprises  Inc,15,34.0013577,-84.5961431,713930,Marinas,447190,Other Gasoline Stations ,Restricted,Private,44939902,Marine basins,55419902,Marine service station,"$7,331,830",Restricted,Restricted,35,Park Marina,1952
"501 Front St, Norfolk VA 23510",13-214-9808,People For Ethical Treatment,14,36.8539012,-76.2994273,813312,"Environment, Conservation and Wildlife Organizations ",,,Restricted,Private,86999901,Animal humane society,,,"$62,447,001",Restricted,Restricted,14,PETA,1980
"500 W Lake St Ste 1, Elmhurst IL 60126",06-372-2723,Boyd Group (us) Inc,47,41.9189647,-87.9563771,811198,All Other Automotive Repair and Maintenance ,811111,General Automotive Repair ,Restricted,Private,75499903,High performance auto repair and service,75380100,Engine repair,"$66,215,014",Restricted,Restricted,"1,206",,2013
"300 S Dayton St, Davison MI 48423",00-640-4974,Fernco  Inc,140,43.028746,-83.521763,332913,Plumbing Fixture Fitting and Trim Manufacturing ,332996,Fabricated Pipe and Pipe Fitting Manufacturing ,Restricted,Private,34329903,"Plastic plumbing fixture fittings, assembly",34980000,Fabricated pipe and fittings,"$41,382,010",Restricted,Restricted,150,Fernco,1964
"716 Bill Myles Dr, Saraland AL 36571",19-504-9085,Tdg Operations  LLC,242,30.805877,-88.068043,314110,Carpet and Rug Mills,,,Restricted,Public,22730000,Carpets and rugs,,,"$274,061,130",Restricted,Restricted,"1,200",Masland Carpets & Rugs,1988
"1500 Waterloo Dr, Sedalia MO 65301",00-527-7959,Waterloo Industries  Inc,120,38.7266195,-93.2476727,332510,Hardware Manufacturing,,,Restricted,Private,34290000,"Hardware, nec",,,"$285,718,898",Restricted,Restricted,"1,100",,1986
"26 Law Dr Ste E, Fairfield NJ 07004",08-298-9666,Fleetwash Inc,15,40.8683974,-74.2984377,811192,Car Washes ,562910,Remediation Services ,Restricted,Private,75429903,Truck wash,49590302,Environmental cleanup services,"$83,777,568",Restricted,Restricted,950,,1987
"201 Tresser Blvd Ste 400, Stamford CT 06901",79-039-1598,Aircastle Limited,38,41.0499099,-73.5378788,532411,"Commercial Air, Rail, and Water Transportation Equipment Rental and Leasing ",,,Restricted,Public,73590401,Aircraft rental,,,"$796,620,000",Restricted,Restricted,103,,2004
"1000 Corporate Centre Dr # 300, Franklin TN 37067",14-846-5008,Manchester Tank & Equipment Co,50,,,332420,Metal Tank (Heavy Gauge) Manufacturing,,,Restricted,Private,34430122,"Tanks, standard or custom fabricated: metal plate",,,"$294,755,239",Restricted,Restricted,"1,050",,1945
"270 Park Ave FL 38, New York NY 10017",04-767-5947,Jpmorgan Chase & Co,147,40.7558818,-73.9755845,522110,Commercial Banking ,523120,Securities Brokerage ,Restricted,Public,60210000,National commercial banks,62110000,Security brokers and dealers,"$99,624,000,000",Restricted,Restricted,"252,539",,1968
"11400 Marvon Rd, Kingsville MD 21087",14-717-6986,Bally Total Fitness Holdg Corp,200,39.4346936,-76.4382769,713940,Fitness and Recreational Sports Centers ,,,Restricted,Private,79910102,Health club,,,"$264,542,336",Restricted,Restricted,"19,200",Bally Total Fitness,1983
"108 Wilmot Rd, Deerfield IL 60015",07-960-8595,Walgreens Boots Alliance  Inc,67,42.1555253,-87.8688618,446110,Pharmacies and Drug Stores ,,,Restricted,Public,59120000,Drug stores and proprietary stores,,,"$118,214,000,000",Restricted,Restricted,"345,000",Walgreens,1901
"8550 Mosley Rd, Houston TX 77075",08-835-6563,Powell Industries  Inc,300,29.6448755,-95.2554375,335311,"Power, Distribution, and Specialty Transformer Manufacturing ",335313,Switchgear and Switchboard Apparatus Manufacturing ,Restricted,Public,36120100,Power and distribution transformers,36130213,"Switchgear and switchgear accessories, nec","$395,911,000",Restricted,Restricted,"1,841",Powell,1947
"4800 Hampden Ln Ste 1100, Bethesda MD 20814",78-132-1724,Cogema Resources Inc,30,38.9826347,-77.0952567,212291,Uranium-Radium-Vanadium Ore Mining ,,,Restricted,Private,10949905,"Uranium ore mining, nec",,,"$17,947,604",Restricted,Restricted,210,,1981
"2211 S 47th St, Phoenix AZ 85034",00-699-5419,Avnet  Inc,"2,800",33.4274752,-111.9800088,423690,Other Electronic Parts and Equipment Merchant Wholesalers ,423430,Computer and Computer Peripheral Equipment and Software Merchant Wholesalers ,Restricted,Public,50650300,Electronic parts,50450000,"Computers, peripherals, and software","$17,439,963,000",Restricted,Restricted,"15,700",Avnet,1921
"100 N Independence Mall W, Philadelphia PA 19106",00-173-5927,Federal Reserve Bank of Philad,122,39.9532749,-75.1502437,521110,Monetary Authorities-Central Bank,,,Restricted,Private,60110000,Federal reserve banks,,,"$3,414,168",Restricted,Restricted,"1,100",,1914
"801 W Barnard St, Glennville GA 30427",04-998-3737,Rotary Corporation,300,31.9486864,-81.9519472,423820,Farm and Garden Machinery and Equipment Merchant Wholesalers ,332119,"Metal Crown, Closure, and Other Metal Stamping (except Automotive) ",Restricted,Private,50830203,Lawn machinery and equipment,34690000,"Metal stampings, nec","$213,845,083",Restricted,Restricted,375,Duramatic Products,1957
"300 Frank W Burr Blvd, Teaneck NJ 07666",16-563-8938,Auramet Trading  LLC,19,40.8731145,-74.0049172,423940,"Jewelry, Watch, Precious Stone, and Precious Metal Merchant Wholesalers ",,,Restricted,Private,50940104,Precious metals,,,"$9,362,585,000",Restricted,Restricted,23,Auramet International,2004
"440 Hogan Rd, Nashville TN 37220",87-819-3028,Tennessee Dept Agriculture,182,36.063911,-86.7473094,926140,Regulation of Agricultural Marketing and Commodities ,,,Restricted,Private,96410000,Regulation of agricultural marketing,,,$0,Restricted,Restricted,799,Division of Administration,1854
"100 Clark St, Saint Charles MO 63301",92-987-5615,American Railcar Inds Inc,277,38.7850156,-90.4796816,336510,Railroad Rolling Stock Manufacturing,541614,"Process, Physical Distribution, and Logistics Consulting Services ",Restricted,Public,37430000,Railroad equipment,87420410,Transportation consultant,"$476,843,000",Restricted,Restricted,"2,159",ARI,1988
"1170 Peachtree St Ne, Atlanta GA 30309",08-545-8508,Acuity Brands  Inc,5,33.7864313,-84.3837324,335129,Other Lighting Equipment Manufacturing ,335122,"Commercial, Industrial, and Institutional Electric Lighting Fixture Manufacturing ",Restricted,Public,36480000,"Lighting equipment, nec",36460000,Commercial lighting fixtures,"$3,505,100,000",Restricted,Restricted,"12,700",Acuity Brands,2001
